Date,Open,High,Low,Close,Volume
8/6/1981,0.4509,0.4531,0.4509,0.4509,2632002.75
8/7/1981,0.4509,0.4531,0.4509,0.4509,2301602.25
8/11/1981,0.4375,0.442,0.4375,0.4375,17864018
8/12/1981,0.4286,0.4308,0.4286,0.4286,6568806.5
8/13/1981,0.4152,0.4174,0.4152,0.4152,6871207
8/14/1981,0.4085,0.413,0.4085,0.4085,6048006
8/17/1981,0.3951,0.3996,0.3951,0.3951,4726404.5
8/18/1981,0.3862,0.3906,0.3862,0.3862,4250404.5
8/19/1981,0.3817,0.3862,0.3817,0.3817,5168805
8/20/1981,0.3862,0.3884,0.3862,0.3862,4278404.5
8/21/1981,0.3594,0.3639,0.3594,0.3594,10477610
8/24/1981,0.3371,0.3393,0.3371,0.3371,5768006
8/25/1981,0.346,0.3482,0.346,0.346,10175210
8/26/1981,0.3393,0.3415,0.3393,0.3393,8400008
8/27/1981,0.3415,0.3437,0.3415,0.3415,6479206.5
8/28/1981,0.3594,0.3616,0.3594,0.3594,9508810
8/31/1981,0.3594,0.3616,0.3594,0.3594,10236810
9/1/1981,0.3817,0.3839,0.3817,0.3817,9256809
9/2/1981,0.3884,0.3906,0.3884,0.3884,4844005
9/3/1981,0.3683,0.3728,0.3683,0.3683,9368809
9/4/1981,0.3639,0.3661,0.3639,0.3639,3813603.75
9/8/1981,0.3527,0.3549,0.3527,0.3527,6361606.5
9/9/1981,0.3527,0.3549,0.3527,0.3527,7632807.5
9/10/1981,0.3549,0.3571,0.3549,0.3549,8702409
9/11/1981,0.3505,0.3527,0.3505,0.3505,4384804.5
9/14/1981,0.3393,0.3415,0.3393,0.3393,6921607
9/15/1981,0.3304,0.3326,0.3304,0.3304,4877605
9/16/1981,0.3237,0.3259,0.3237,0.3237,4838405
9/17/1981,0.3147,0.317,0.3147,0.3147,4844005
9/18/1981,0.317,0.3192,0.317,0.317,6580006.5
9/21/1981,0.3192,0.3214,0.3192,0.3192,12258412
9/22/1981,0.3014,0.3036,0.3014,0.3014,11855212
9/23/1981,0.2946,0.2991,0.2946,0.2946,7050407
9/24/1981,0.2924,0.2946,0.2924,0.2924,4575204.5
9/25/1981,0.2545,0.2589,0.2545,0.2545,8652009
9/28/1981,0.2567,0.2589,0.2567,0.2567,22932022
9/29/1981,0.2701,0.2723,0.2701,0.2701,23671224
9/30/1981,0.2723,0.2746,0.2723,0.2723,12499212
10/1/1981,0.2723,0.2746,0.2723,0.2723,15282415
10/2/1981,0.2946,0.2969,0.2946,0.2946,11261611
10/5/1981,0.3036,0.308,0.3036,0.3036,10774411
10/6/1981,0.3014,0.3036,0.3014,0.3014,7089607
10/7/1981,0.3192,0.3237,0.3192,0.3192,9710410
10/8/1981,0.3304,0.3326,0.3304,0.3304,7772808
10/9/1981,0.3326,0.3371,0.3326,0.3326,13630414
10/12/1981,0.3437,0.346,0.3437,0.3437,6837607
10/13/1981,0.3437,0.3482,0.3437,0.3437,11048811
10/14/1981,0.3237,0.3259,0.3237,0.3237,7744807.5
10/15/1981,0.3304,0.3326,0.3304,0.3304,7358407.5
10/16/1981,0.3259,0.3281,0.3259,0.3259,9116809
10/19/1981,0.3326,0.3348,0.3326,0.3326,5146405
10/20/1981,0.3505,0.3527,0.3505,0.3505,8932009
10/21/1981,0.3505,0.3527,0.3505,0.3505,19224820
10/22/1981,0.3482,0.3505,0.3482,0.3482,8069608
10/23/1981,0.3393,0.3415,0.3393,0.3393,6977607
10/26/1981,0.3393,0.3415,0.3393,0.3393,6820807
